SYMBOL,ENTREZID,GENENAME,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ARMCX2,9823,armadillo repeat containing X-linked 2,12.91350801,-1.282299778,0.431120087,-2.974344772,0.00293615,0.009764733
ARMCX3,51566,armadillo repeat containing X-linked 3,87.57960959,-1.461101238,0.188998181,-7.73076879,1.07E-14,7.14E-13
ARMCX6,54470,armadillo repeat containing X-linked 6,4.267943055,-1.276838444,0.406376427,-3.142009129,0.001677928,0.006089243
ARNT,405,aryl hydrocarbon receptor nuclear translocator,12.26303626,-1.437843157,0.210243893,-6.838929467,7.98E-12,2.78E-10
ARNT2,9915,aryl hydrocarbon receptor nuclear translocator 2,7.561157289,1.782318831,0.545194002,3.269146075,0.001078726,0.004188108
ARNTL2,56938,aryl hydrocarbon receptor nuclear translocator like 2,7.653957443,-1.555306633,0.412552918,-3.769956689,0.000163276,0.000833615
ARPC1B,10095,actin related protein 2/3 complex subunit 1B,397.0521414,-1.027032304,0.160553451,-6.396824842,1.59E-10,4.10E-09
ARPC5,10092,actin related protein 2/3 complex subunit 5,115.504756,-1.618601489,0.240176736,-6.739210126,1.59E-11,5.16E-10
ARPC5L,81873,actin related protein 2/3 complex subunit 5 like,576.4210303,1.929149704,0.144322331,13.36695227,9.43E-41,4.57E-37
ARPP21,10777,cAMP regulated phosphoprotein 21,1.673125239,-3.863726367,0.890875187,-4.337000765,1.44E-05,0.000103
ARRB1,408,arrestin beta 1,4.970691679,-1.859197882,0.644541698,-2.884526924,0.003920022,0.012510314
ARRDC5,645432,arrestin domain containing 5,15.98282011,-3.512427609,0.542473478,-6.474837481,9.49E-11,2.55E-09
ARTN,9048,artemin,10.42989814,4.241581053,0.579381461,7.320878102,2.46E-13,1.24E-11
ASAP3,55616,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3",7.953043936,1.569737476,0.355494441,4.415645634,1.01E-05,7.54E-05
ASB11,140456,ankyrin repeat and SOCS box containing 11,2.045894195,3.319110574,0.5330075,6.227136724,4.75E-10,1.09E-08
ASB13,79754,ankyrin repeat and SOCS box containing 13,8.476831867,-2.88073849,0.534011514,-5.394525052,6.87E-08,9.32E-07
ASB16,92591,ankyrin repeat and SOCS box containing 16,2.802897041,2.592758202,0.613637922,4.225224856,2.39E-05,0.00016
ASB2,51676,ankyrin repeat and SOCS box containing 2,29.18623619,-3.004159399,0.42883665,-7.005369998,2.46E-12,9.79E-11
ASCC3,10973,activating signal cointegrator 1 complex subunit 3,38.65987847,-1.072289085,0.192639268,-5.566305845,2.60E-08,3.96E-07
ASCL2,430,achaete-scute family bHLH transcription factor 2,2.908323542,-2.912543808,0.62139824,-4.687080875,2.77E-06,2.42E-05
ASF1A,25842,anti-silencing function 1A histone chaperone,20.46936533,-1.759500835,0.280474438,-6.27330193,3.53E-10,8.44E-09
ASF1B,55723,anti-silencing function 1B histone chaperone,18.96734966,-1.502881504,0.382791321,-3.926111752,8.63E-05,0.000483333
ASGR2,433,asialoglycoprotein receptor 2,3.682683831,-3.092924946,0.835711988,-3.700946009,0.000214797,0.00105402
ASH1L-AS1,645676,ASH1L antisense RNA 1,26.81423354,1.255815189,0.270345038,4.645231134,3.40E-06,2.89E-05
ASH2L,9070,"ASH2 like, histone lysine methyltransferase complex subunit",21.3521236,-1.024738154,0.178186772,-5.750921592,8.88E-09,1.51E-07
ASH2LP1,266703,ASH2L pseudogene 1,0.722313288,-3.369648871,0.919229548,-3.665731674,0.000246632,0.00118881
ASIC3,9311,acid sensing ion channel subunit 3,7.796747562,1.049749903,0.281319823,3.731517718,0.00019033,0.000953064
ASIP,434,agouti signaling protein,1.461025128,2.187000925,0.581852386,3.758686876,0.000170807,0.000866409
ASPM,259266,abnormal spindle microtubule assembly,18.60894939,-2.16819165,0.492670779,-4.400893539,1.08E-05,7.98E-05
ASPRV1,151516,aspartic peptidase retroviral like 1,1.935827811,1.11351799,0.414861645,2.68407071,0.007273172,0.021106136
ASS1,445,argininosuccinate synthase 1,96.07666085,2.412819229,0.445981376,5.410134498,6.30E-08,8.65E-07
ASTL,431705,astacin like metalloendopeptidase,3.153785226,1.696595254,0.622108368,2.727169961,0.006388013,0.018876577
ASTN2,23245,astrotactin 2,6.532192745,-1.297326218,0.321050778,-4.040875482,5.33E-05,0.000317683
ASXL2,55252,ASXL transcriptional regulator 2,45.04235409,-1.116599484,0.203050634,-5.499118441,3.82E-08,5.53E-07
ATAD2B,54454,ATPase family AAA domain containing 2B,3.684173069,-2.107681348,0.406801458,-5.181105696,2.21E-07,2.63E-06
ATAD5,79915,ATPase family AAA domain containing 5,7.26575421,-1.023563183,0.397083416,-2.577703173,0.009945939,0.027498865
ATF2,1386,activating transcription factor 2,19.34138811,-1.043768975,0.276004362,-3.781711882,0.000155754,0.000800101
ATF3,467,activating transcription factor 3,217.0929586,1.689545798,0.519937762,3.249515465,0.001156018,0.00444133
ATF4P4,100127952,activating transcription factor 4 pseudogene 4,1.099719429,1.462825704,0.414661182,3.527761385,0.00041909,0.001872918
ATF7IP2,80063,activating transcription factor 7 interacting protein 2,25.58912164,-1.225514022,0.231837599,-5.28608832,1.25E-07,1.58E-06
ATG2A,23130,autophagy related 2A,120.9327542,1.269512597,0.240168707,5.285920107,1.25E-07,1.58E-06
ATG4C,84938,autophagy related 4C cysteine peptidase,14.60904716,-1.236416221,0.337888919,-3.65923874,0.000252966,0.001214327
ATG4D,84971,autophagy related 4D cysteine peptidase,86.1564953,1.067893371,0.178018429,5.998779871,1.99E-09,3.94E-08
ATMIN,23300,ATM interactor,44.74602074,-1.554237557,0.206261965,-7.535260109,4.87E-14,2.79E-12
ATOH8,84913,atonal bHLH transcription factor 8,1.518995655,-2.827324397,0.935731911,-3.021511145,0.002515164,0.008550075
ATP10B,23120,ATPase phospholipid transporting 10B (putative),10.36476501,3.092010933,0.512894158,6.028555576,1.65E-09,3.34E-08
ATP10D,57205,ATPase phospholipid transporting 10D (putative),10.9506138,-1.104520592,0.272037932,-4.060171257,4.90E-05,0.000296681
ATP11A,23250,ATPase phospholipid transporting 11A,32.95133783,-1.725946715,0.276442801,-6.243413493,4.28E-10,9.94E-09
ATP11C,286410,ATPase phospholipid transporting 11C,9.684420725,-1.463720566,0.33573527,-4.359746201,1.30E-05,9.40E-05
ATP1B3-AS1,100874077,ATP1B3 antisense RNA 1,0.597188809,2.231345961,0.847790814,2.631953454,0.008489549,0.024011938
ATP2A1,487,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1,2.849016867,1.919165433,0.398231539,4.819220085,1.44E-06,1.35E-05
ATP2B4,493,ATPase plasma membrane Ca2+ transporting 4,16.43408254,-1.118574865,0.321174893,-3.482759357,0.000496274,0.002165536
ATP6AP1L,92270,ATPase H+ transporting accessory protein 1 like,10.19239085,-1.144998885,0.314955922,-3.6354258,0.000277522,0.001312379
ATP6V0C,527,ATPase H+ transporting V0 subunit c,1.080009516,2.386083787,0.662637913,3.600886307,0.000317134,0.001472687
ATP6V0CP3,442211,ATPase H+ transporting V0 subunit c pseudogene 3,0.586648139,2.063530887,0.74138012,2.783364202,0.005379838,0.016351431
ATP6V1A,523,ATPase H+ transporting V1 subunit A,35.08092428,-1.679308909,0.276057116,-6.083193702,1.18E-09,2.45E-08
ATP6V1B2,526,ATPase H+ transporting V1 subunit B2,18.27766681,-1.972512835,0.301995852,-6.531589171,6.51E-11,1.81E-09
ATP6V1C1,528,ATPase H+ transporting V1 subunit C1,16.94112621,-1.180330649,0.303204438,-3.892854128,9.91E-05,0.000545097
ATP6V1C2,245973,ATPase H+ transporting V1 subunit C2,7.980565163,-2.215151126,0.336761324,-6.577807386,4.77E-11,1.37E-09
ATP6V1G1,9550,ATPase H+ transporting V1 subunit G1,556.2989698,1.030503606,0.171908649,5.994483763,2.04E-09,4.04E-08
ATP6V1G2,534,ATPase H+ transporting V1 subunit G2,1.478935573,-1.662623903,0.544977896,-3.050809796,0.002282251,0.007882159
ATP7A,538,ATPase copper transporting alpha,5.041292518,-2.337026001,0.433353415,-5.392887002,6.93E-08,9.39E-07
ATP8A1,10396,ATPase phospholipid transporting 8A1,12.64723508,-2.163358845,0.317921542,-6.804694117,1.01E-11,3.42E-10
ATP8A2,51761,ATPase phospholipid transporting 8A2,3.768870371,1.81711257,0.604158861,3.007673458,0.002632558,0.008889287
ATP9A,10079,ATPase phospholipid transporting 9A (putative),3.653666034,-2.211608883,0.621182258,-3.560322039,0.0003704,0.001683581
ATRX,546,ATRX chromatin remodeler,103.9918997,-2.077475646,0.252219788,-8.236767063,1.77E-16,1.62E-14
ATXN7L1,222255,ataxin 7 like 1,20.64218488,-1.376259735,0.23060487,-5.968042814,2.40E-09,4.66E-08
ATXN8OS,6315,ATXN8 opposite strand lncRNA,13.99416711,1.773485781,0.385864821,4.596132333,4.30E-06,3.56E-05
AURKA,6790,aurora kinase A,10.0739192,-3.054764255,0.467797291,-6.530102489,6.57E-11,1.83E-09
AURKB,9212,aurora kinase B,30.85965975,-1.868158005,0.432642111,-4.31802166,1.57E-05,0.000111056
AURKC,6795,aurora kinase C,6.070350992,2.11509662,0.40791118,5.185189135,2.16E-07,2.58E-06
AVL9,23080,AVL9 cell migration associated,45.2764422,-1.042824265,0.262917315,-3.966358272,7.30E-05,0.00041815
AVP,551,arginine vasopressin,2.271824226,-1.757447374,0.701170449,-2.506448148,0.012195094,0.03257986
AXDND1,126859,axonemal dynein light chain domain containing 1,0.793541775,1.536699414,0.635408879,2.418441835,0.015587137,0.039757045
AXIN2,8313,axin 2,6.257870352,1.960991472,0.487703244,4.02087027,5.80E-05,0.000342099
AZGP1,563,"alpha-2-glycoprotein 1, zinc-binding",89.40282627,8.03713635,1.163301232,6.908903843,4.88E-12,1.81E-10
AZIN1,51582,antizyme inhibitor 1,99.61438853,-1.466668884,0.246444967,-5.951303853,2.66E-09,5.10E-08
AZU1,566,azurocidin 1,110.0237872,1.333113693,0.550504395,2.421622252,0.015451403,0.039489816
B3GALNT1,8706,"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)",2.979139409,-2.700895366,0.629222796,-4.292430889,1.77E-05,0.000122807
B3GAT2,135152,"beta-1,3-glucuronyltransferase 2",0.896670307,-1.756219091,0.599052271,-2.931662519,0.003371529,0.010989443
B3GNT3,10331,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3",1.051829087,2.818413592,0.739140752,3.813094573,0.000137238,0.000719006
B3GNT6,192134,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6",1.103140122,2.382262563,0.701505828,3.395926975,0.000683966,0.002847683
B4GALNT1,2583,"beta-1,4-N-acetyl-galactosaminyltransferase 1",1.117715186,1.964306495,0.772261234,2.543577753,0.010972363,0.029813112
B4GALT6,9331,"beta-1,4-galactosyltransferase 6",1.023254899,1.755193834,0.549612569,3.193511086,0.001405539,0.005229176
B9D2,80776,B9 domain containing 2,65.0286996,1.393573719,0.231403957,6.022255358,1.72E-09,3.46E-08
BACE2,25825,beta-secretase 2,24.33150344,-3.202497824,0.546667676,-5.858216906,4.68E-09,8.42E-08
BAG2,9532,BCL2 associated athanogene 2,10.53119898,-1.272688376,0.345995388,-3.678339134,0.000234758,0.00113791
BANF1P3,100505506,barrier to autointegration factor 1 pseudogene 3,1.721101766,-2.488438868,0.537110051,-4.633014897,3.60E-06,3.04E-05
BANK1,55024,B cell scaffold protein with ankyrin repeats 1,22.22852762,-2.215733659,0.372162078,-5.953679304,2.62E-09,5.04E-08
BANP,54971,BTG3 associated nuclear protein,35.22679053,-1.245680533,0.207735273,-5.99648059,2.02E-09,3.99E-08
BAP1,8314,BRCA1 associated protein 1,191.6228747,1.007383975,0.139561637,7.21820118,5.27E-13,2.48E-11
BARX2,8538,BARX homeobox 2,15.95720979,5.244703074,0.615755348,8.517511203,1.63E-17,1.75E-15
BASP1,10409,brain abundant membrane attached signal protein 1,159.2280047,-2.192041741,0.399384434,-5.488550769,4.05E-08,5.83E-07
BATF2,116071,basic leucine zipper ATF-like transcription factor 2,2.285536303,-1.584339765,0.583879815,-2.713468978,0.00665828,0.019579707
BATF3,55509,basic leucine zipper ATF-like transcription factor 3,4.870827268,1.604935077,0.486639578,3.297995372,0.000973777,0.003842306
BAZ1B,9031,bromodomain adjacent to zinc finger domain 1B,107.9390111,-1.000662154,0.188625936,-5.305008278,1.13E-07,1.44E-06
BBC3,27113,BCL2 binding component 3,186.6997371,2.241008124,0.261900784,8.556706445,1.16E-17,1.28E-15
BBS1,582,Bardet-Biedl syndrome 1,4.444883985,1.039055538,0.324422882,3.202781299,0.001361073,0.005087961
BBS2,583,Bardet-Biedl syndrome 2,8.722261616,-1.141054825,0.287180134,-3.973306964,7.09E-05,0.000407221
BCAP31,10134,B cell receptor associated protein 31,311.8812118,1.240576879,0.189026745,6.562970126,5.27E-11,1.49E-09
BCAT1,586,branched chain amino acid transaminase 1,8.934155943,-1.817474475,0.442803318,-4.104473474,4.05E-05,0.0002521
BCDIN3D,144233,BCDIN3 domain containing RNA methyltransferase,6.947461472,-1.170364641,0.353188484,-3.313711213,0.000920665,0.003664363
BCL11B,64919,BAF chromatin remodeling complex subunit BCL11B,0.964987292,-2.297592939,0.627023344,-3.664286124,0.000248029,0.001193645
BCL2,596,BCL2 apoptosis regulator,206.6482752,1.061930675,0.285166575,3.723896021,0.000196172,0.000975237
BCL2L10,10017,BCL2 like 10,2.727165109,1.994490896,0.56063943,3.557528758,0.00037436,0.001698712
BCL2L11,10018,BCL2 like 11,339.5340022,1.118641808,0.203209023,5.504882567,3.69E-08,5.39E-07
BCL2L14,79370,BCL2 like 14,1.419664195,1.385310076,0.575564023,2.406873987,0.016089721,0.040862595
BCL3,602,BCL3 transcription coactivator,164.1313951,1.443905514,0.207491987,6.958849506,3.43E-12,1.32E-10
BCL6,604,BCL6 transcription repressor,19.53849284,-1.188513657,0.410488118,-2.895366774,0.003787157,0.012141653
BCL7A,605,BAF chromatin remodeling complex subunit BCL7A,51.19024528,-6.434502487,0.581940022,-11.05698567,2.03E-28,2.05E-25
BCL9L,283149,BCL9 like,15.97239839,-2.034814928,0.312387245,-6.513758034,7.33E-11,2.02E-09
BCOR,54880,BCL6 corepressor,25.64874073,-1.040943012,0.256719318,-4.054790349,5.02E-05,0.000302461
BCORP1,286554,BCL6 corepressor pseudogene 1,1.682512615,-2.186818322,0.738063129,-2.962915008,0.003047407,0.010098703
BCR,613,BCR activator of RhoGEF and GTPase,71.60984009,1.100771311,0.191466555,5.749157124,8.97E-09,1.52E-07
BDNF,627,brain derived neurotrophic factor,1.075813048,2.108659166,0.850489237,2.479348442,0.013162265,0.034625607
BDP1,55814,"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB",52.19702382,-1.170087387,0.21546022,-5.430642308,5.62E-08,7.79E-07
BEAN1,146227,brain expressed associated with NEDD4 1,1.76355305,4.036210404,1.372287316,2.941228384,0.003269134,0.010703201
BEND4,389206,BEN domain containing 4,3.768256018,-2.391451877,0.60527825,-3.95099589,7.78E-05,0.000442058
BEND6,221336,BEN domain containing 6,47.38118998,2.935817301,0.296929153,9.88726528,4.73E-23,1.57E-20
BEND7,222389,BEN domain containing 7,2.189016642,1.577849087,0.650931101,2.42398786,0.015351119,0.039270793
BET1,10282,Bet1 golgi vesicular membrane trafficking protein,51.59062272,-1.083923489,0.233516151,-4.641749546,3.45E-06,2.93E-05
BEX1,55859,brain expressed X-linked 1,5.478217135,1.278997543,0.525408885,2.434289904,0.014921039,0.038373137
BEX2,84707,brain expressed X-linked 2,111.5157418,1.681247269,0.235452655,7.140489756,9.30E-13,4.14E-11
BEX5,340542,brain expressed X-linked 5,124.5586065,1.682816226,0.449186903,3.746360847,0.000179418,0.00090422
BFSP2-AS1,85003,BFSP2 antisense RNA 1,14.54642097,-2.02696343,0.584449998,-3.468155424,0.000524044,0.002270358
BHLHE40,8553,basic helix-loop-helix family member e40,36.24156873,1.132867859,0.420432232,2.694531422,0.007048768,0.020545976
BIN2P1,345258,bridging integrator 2 pseudogene 1,1.658348129,-3.033051361,0.502587064,-6.034877489,1.59E-09,3.23E-08
BIN3,55909,bridging integrator 3,86.64566262,1.159304578,0.176357277,6.573613494,4.91E-11,1.40E-09
BIRC2,329,baculoviral IAP repeat containing 2,84.70230696,1.117931898,0.212158896,5.269314261,1.37E-07,1.71E-06
BIRC5,332,baculoviral IAP repeat containing 5,37.07500187,-1.104287187,0.467972144,-2.359728462,0.018288316,0.045476062
BIVM,54841,"basic, immunoglobulin-like variable motif containing",8.247859671,-1.7698956,0.432471198,-4.092516704,4.27E-05,0.000263031
BLM,641,BLM RecQ like helicase,19.60763266,-1.319684159,0.339413894,-3.888126506,0.000101021,0.000553309
BLNK,29760,B cell linker,187.7751699,-1.543960154,0.270780454,-5.701889224,1.18E-08,1.96E-07
BLZF1,8548,basic leucine zipper nuclear factor 1,8.721080485,-1.747625333,0.345782285,-5.054120501,4.32E-07,4.76E-06
BMF,90427,Bcl2 modifying factor,261.9765457,1.888757174,0.277872718,6.797202638,1.07E-11,3.57E-10
BMP2K,55589,BMP2 inducible kinase,18.7681131,-1.546979202,0.326949847,-4.731548941,2.23E-06,1.99E-05
BMP4,652,bone morphogenetic protein 4,5.34939147,4.681233321,0.571081557,8.197136228,2.46E-16,2.19E-14
BMP6,654,bone morphogenetic protein 6,103.8821473,1.413231172,0.322926262,4.376327782,1.21E-05,8.80E-05
BMPR1A,657,bone morphogenetic protein receptor type 1A,5.302576718,-1.672910056,0.438897386,-3.811620006,0.000138059,0.000722012
BMS1P1,399761,BMS1 pseudogene 1,2.471167958,-1.331250268,0.44379026,-2.999728449,0.002702204,0.009088993
BNIP3,664,BCL2 interacting protein 3,16.16603202,-1.619803488,0.347909985,-4.655812013,3.23E-06,2.77E-05
BOC,91653,"BOC cell adhesion associated, oncogene regulated",5.890127868,1.980879355,0.452708009,4.375622509,1.21E-05,8.82E-05
BORA,79866,BORA aurora kinase A activator,5.554882361,-1.711147151,0.431866901,-3.962209534,7.43E-05,0.000424281
BPI,671,bactericidal permeability increasing protein,20.87484171,2.848237004,0.677890383,4.201618842,2.65E-05,0.000174974
BPNT1,10380,"3'(2'), 5'-bisphosphate nucleotidase 1",47.28858302,-1.662996192,0.210412199,-7.903516057,2.71E-15,2.00E-13
BPTF,2186,bromodomain PHD finger transcription factor,154.1482287,-1.495293091,0.208269297,-7.17961367,6.99E-13,3.21E-11
BRCA1,672,BRCA1 DNA repair associated,14.64246924,-1.200751081,0.328918183,-3.650607178,0.000261621,0.001248639
BRCA2,675,BRCA2 DNA repair associated,22.56957669,-1.026652608,0.227225274,-4.518214846,6.24E-06,4.93E-05
BRDT,676,bromodomain testis associated,0.951260398,2.320103542,0.698155784,3.323188889,0.000889946,0.003569591
BRI3BP,140707,BRI3 binding protein,87.04814764,-1.824315919,0.302149512,-6.037792042,1.56E-09,3.17E-08
BROX,148362,BRO1 domain and CAAX motif containing,43.01943964,1.127984494,0.21144423,5.334666703,9.57E-08,1.25E-06
BRSK1,84446,BR serine/threonine kinase 1,88.75601241,-1.484542117,0.350943897,-4.230140862,2.34E-05,0.00015689
BRWD3,254065,bromodomain and WD repeat domain containing 3,15.47376103,-1.206788997,0.301479766,-4.002885539,6.26E-05,0.000365272
BSCL2,26580,"BSCL2 lipid droplet biogenesis associated, seipin",0.580202965,1.75541558,0.650981165,2.696568926,0.00700579,0.020448391
BST1,683,bone marrow stromal cell antigen 1,11.44964949,-1.756484617,0.559691082,-3.138310889,0.001699245,0.006155541
BTBD1,53339,BTB domain containing 1,20.36152988,-1.305802053,0.264178754,-4.94287308,7.70E-07,7.86E-06
BTBD3,22903,BTB domain containing 3,14.70396476,3.449351772,0.504261117,6.84040799,7.90E-12,2.76E-10
BTD,686,biotinidase,80.4263324,1.670944812,0.230063677,7.262966647,3.79E-13,1.85E-11
BTG3,10950,BTG anti-proliferation factor 3,133.8046798,1.225667752,0.282326196,4.341317837,1.42E-05,0.000101145
BTK,695,Bruton tyrosine kinase,116.9143694,-1.605295869,0.24451761,-6.565154423,5.20E-11,1.48E-09
BTN1A1,696,butyrophilin subfamily 1 member A1,6.169024951,-2.981805662,0.657423354,-4.535594369,5.74E-06,4.59E-05
BTN2A3P,54718,"butyrophilin subfamily 2 member A3, pseudogene",5.761307812,-1.004749151,0.349355816,-2.876005219,0.004027431,0.012820372
BTN3A2,11118,butyrophilin subfamily 3 member A2,252.1000402,-1.048622992,0.199564115,-5.254566882,1.48E-07,1.84E-06
BTN3A3,10384,butyrophilin subfamily 3 member A3,22.21190075,-1.256993004,0.244216221,-5.147049598,2.65E-07,3.08E-06
BTNL9,153579,butyrophilin like 9,7.479012449,-2.941544391,0.729899011,-4.030070389,5.58E-05,0.000330906
